filename,filepath,label
14-Leopard Seal-66084-00P,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\14-Leopard Seal-66084-00P.npy,27
14-Leopard Seal-6608400I,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\14-Leopard Seal-6608400I.npy,27
14-Leopard Seal-6608400J,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\14-Leopard Seal-6608400J.npy,27
14-Leopard Seal-6608400N,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\14-Leopard Seal-6608400N.npy,27
14-Leopard Seal-6608400P,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\14-Leopard Seal-6608400P.npy,27
15-Long Finned Pilot Whale-54024001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long Finned Pilot Whale-54024001.npy,17
15-Long Finned Pilot Whale-54024002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long Finned Pilot Whale-54024002.npy,17
15-Long Finned Pilot Whale-54024003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long Finned Pilot Whale-54024003.npy,17
15-Long Finned Pilot Whale-54024006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long Finned Pilot Whale-54024006.npy,17
15-Long Finned Pilot Whale-54024007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long Finned Pilot Whale-54024007.npy,17
15-Long Finned Pilot Whale-54024008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long Finned Pilot Whale-54024008.npy,17
15-Long Finned Pilot Whale-54024009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long Finned Pilot Whale-54024009.npy,17
15-Long-Finned Pilot Whale-54024-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024-001.npy,17
15-Long-Finned Pilot Whale-54024-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024-002.npy,17
15-Long-Finned Pilot Whale-54024-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024-003.npy,17
15-Long-Finned Pilot Whale-54024-006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024-006.npy,17
15-Long-Finned Pilot Whale-54024-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024-007.npy,17
15-Long-Finned Pilot Whale-54024-008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024-008.npy,17
15-Long-Finned Pilot Whale-54024-009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024-009.npy,17
15-Long-Finned Pilot Whale-54024001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024001.npy,17
15-Long-Finned Pilot Whale-54024002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024002.npy,17
15-Long-Finned Pilot Whale-54024003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024003.npy,17
15-Long-Finned Pilot Whale-54024006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024006.npy,17
15-Long-Finned Pilot Whale-54024007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024007.npy,17
15-Long-Finned Pilot Whale-54024008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024008.npy,17
15-Long-Finned Pilot Whale-54024009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\15-Long-Finned Pilot Whale-54024009.npy,17
16-Melon Headed Whale-91012-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012-003.npy,29
16-Melon Headed Whale-91012-006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012-006.npy,29
16-Melon Headed Whale-91012-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012-007.npy,29
16-Melon Headed Whale-91012-009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012-009.npy,29
16-Melon Headed Whale-91012-00B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012-00B.npy,29
16-Melon Headed Whale-91012-00C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012-00C.npy,29
16-Melon Headed Whale-91012-00I,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012-00I.npy,29
16-Melon Headed Whale-91012003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012003.npy,29
16-Melon Headed Whale-91012006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012006.npy,29
16-Melon Headed Whale-91012007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012007.npy,29
16-Melon Headed Whale-91012009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-91012009.npy,29
16-Melon Headed Whale-9101200B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-9101200B.npy,29
16-Melon Headed Whale-9101200C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-9101200C.npy,29
16-Melon Headed Whale-9101200I,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\16-Melon Headed Whale-9101200I.npy,29
17-Minke Whale-64103-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103-001.npy,18
17-Minke Whale-64103-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103-002.npy,18
17-Minke Whale-64103-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103-003.npy,18
17-Minke Whale-64103-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103-004.npy,18
17-Minke Whale-64103001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103001.npy,18
17-Minke Whale-64103002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103002.npy,18
17-Minke Whale-64103003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103003.npy,18
17-Minke Whale-64103004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\17-Minke Whale-64103004.npy,18
18-Narwhal-68002-006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002-006.npy,15
18-Narwhal-68002-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002-007.npy,15
18-Narwhal-68002-008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002-008.npy,15
18-Narwhal-68002-00A,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002-00A.npy,15
18-Narwhal-68002-00B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002-00B.npy,15
18-Narwhal-68002006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002006.npy,15
18-Narwhal-68002007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002007.npy,15
18-Narwhal-68002008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-68002008.npy,15
18-Narwhal-6800200A,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-6800200A.npy,15
18-Narwhal-6800200B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\18-Narwhal-6800200B.npy,15
19-Northern Right Whale-56017-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-56017-007.npy,25
19-Northern Right Whale-56017-008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-56017-008.npy,25
19-Northern Right Whale-56017-00B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-56017-00B.npy,25
19-Northern Right Whale-56017-00F,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-56017-00F.npy,25
19-Northern Right Whale-56017-00O,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-56017-00O.npy,25
19-Northern Right Whale-56017007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-56017007.npy,25
19-Northern Right Whale-56017008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-56017008.npy,25
19-Northern Right Whale-5601700B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-5601700B.npy,25
19-Northern Right Whale-5601700F,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-5601700F.npy,25
19-Northern Right Whale-5601700O,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\19-Northern Right Whale-5601700O.npy,25
2-Beluga White Whale-62018-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\2-Beluga White Whale-62018-001.npy,4
2-Beluga White Whale-62018-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\2-Beluga White Whale-62018-002.npy,4
2-Beluga White Whale-62018001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\2-Beluga White Whale-62018001.npy,4
2-Beluga White Whale-62018002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\2-Beluga White Whale-62018002.npy,4
20-Pantropical Spotted Dolphin-64005-009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005-009.npy,13
20-Pantropical Spotted Dolphin-64005-00D,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005-00D.npy,13
20-Pantropical Spotted Dolphin-64005-015,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005-015.npy,13
20-Pantropical Spotted Dolphin-64005-016,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005-016.npy,13
20-Pantropical Spotted Dolphin-64005-017,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005-017.npy,13
20-Pantropical Spotted Dolphin-64005-01B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005-01B.npy,13
20-Pantropical Spotted Dolphin-64005-01C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005-01C.npy,13
20-Pantropical Spotted Dolphin-64005009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005009.npy,13
20-Pantropical Spotted Dolphin-6400500D,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-6400500D.npy,13
20-Pantropical Spotted Dolphin-64005015,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005015.npy,13
20-Pantropical Spotted Dolphin-64005016,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005016.npy,13
20-Pantropical Spotted Dolphin-64005017,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-64005017.npy,13
20-Pantropical Spotted Dolphin-6400501B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-6400501B.npy,13
20-Pantropical Spotted Dolphin-6400501C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\20-Pantropical Spotted Dolphin-6400501C.npy,13
21-Ross Seal-66002-A01,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002-A01.npy,19
21-Ross Seal-66002-A02,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002-A02.npy,19
21-Ross Seal-66002-A03,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002-A03.npy,19
21-Ross Seal-66002-A04,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002-A04.npy,19
21-Ross Seal-66002-A05,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002-A05.npy,19
21-Ross Seal-66002A01,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002A01.npy,19
21-Ross Seal-66002A02,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002A02.npy,19
21-Ross Seal-66002A03,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002A03.npy,19
21-Ross Seal-66002A04,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002A04.npy,19
21-Ross Seal-66002A05,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\21-Ross Seal-66002A05.npy,19
22-Rough Toothed Dolphin-85013002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough Toothed Dolphin-85013002.npy,11
22-Rough Toothed Dolphin-85013007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough Toothed Dolphin-85013007.npy,11
22-Rough Toothed Dolphin-85013009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough Toothed Dolphin-85013009.npy,11
22-Rough Toothed Dolphin-8501300A,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough Toothed Dolphin-8501300A.npy,11
22-Rough Toothed Dolphin-8501300E,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough Toothed Dolphin-8501300E.npy,11
22-Rough-Toothed Dolphin-85013-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013-002.npy,11
22-Rough-Toothed Dolphin-85013-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013-007.npy,11
22-Rough-Toothed Dolphin-85013-009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013-009.npy,11
22-Rough-Toothed Dolphin-85013-00A,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013-00A.npy,11
22-Rough-Toothed Dolphin-85013-00E,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013-00E.npy,11
22-Rough-Toothed Dolphin-85013002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013002.npy,11
22-Rough-Toothed Dolphin-85013007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013007.npy,11
22-Rough-Toothed Dolphin-85013009,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-85013009.npy,11
22-Rough-Toothed Dolphin-8501300A,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-8501300A.npy,11
22-Rough-Toothed Dolphin-8501300E,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\22-Rough-Toothed Dolphin-8501300E.npy,11
23-Short Finned Pilot Whale-57021001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short Finned Pilot Whale-57021001.npy,2
23-Short Finned Pilot Whale-57021002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short Finned Pilot Whale-57021002.npy,2
23-Short Finned Pilot Whale-57021003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short Finned Pilot Whale-57021003.npy,2
23-Short Finned Pilot Whale-57021004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short Finned Pilot Whale-57021004.npy,2
23-Short Finned Pilot Whale-57021005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short Finned Pilot Whale-57021005.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021-001.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021-002.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021-003.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021-004.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021-005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021-005.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021001.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021002.npy,2
